Symbol,Name,% Holding,Fund
BEAM,Beam Therapeutics Inc,0.61%,XBI
GTHX,G1 Therapeutics Inc,0.60%,XBI
MNKD,Mannkind Corp,0.59%,XBI
CLDX,Celldex Therapeutics,0.58%,XBI
PTGX,Protagonist Therapeutics Inc,0.57%,XBI
IMGN,Immunogen Inc,0.56%,XBI
TWST,Twist Bioscience Corp,0.56%,XBI
CHRS,Coherus Bio,0.56%,XBI
CLVS,Clovis Oncology Inc,0.56%,XBI
MRNA,Moderna Inc,0.55%,XBI
RCKT,Rocket Pharmaceuticals Inc,0.54%,XBI
CDNA,Caredx Inc,0.53%,XBI
HGEN,Humanigen Inc,0.53%,XBI
ATRA,Atara Biotherap,0.53%,XBI
ALLO,Allogene Therapeutics Inc,0.53%,XBI
ENTA,Enanta Pharmaceutica,0.52%,XBI
PMVP,Pmv Pharmaceuticals Inc,0.51%,XBI
CCCC,C4 Therapeutics Inc,0.51%,XBI
PRTA,Prothena Corp,0.50%,XBI
TSVT,2Seventy Bio Inc,0.49%,XBI
MGNX,Macrogenics,0.49%,XBI
CVM,Cel-Sci Corp,0.48%,XBI
MYOV,Myovant Sciences Ltd,0.47%,XBI
TGTX,Tg Therapeuticscmn,0.47%,XBI
XNCR,Xencor Inc,0.47%,XBI
BLUE,Bluebird Bio,0.46%,XBI
KRYS,Krystal Biotech Inc,0.46%,XBI
CRIS,Curis Inc,0.45%,XBI
AKBA,Akebia Therapeutics,0.45%,XBI
AGEN,Agenus Inc,0.45%,XBI
REPL,Replimune Group Inc,0.45%,XBI
TPTX,Turning Point Therapeutics Inc,0.44%,XBI
NRIX,Nurix Therapeutics Inc,0.44%,XBI
NVTA,Invitae Corp,0.44%,XBI
SGMO,Sangamo Therapeutics,0.43%,XBI
ALT,Altimmune Inc,0.42%,XBI
KURA,Kura Oncology,0.42%,XBI
IMVT,Immunovant Inc,0.41%,XBI
DMTK,Dermtech Inc,0.40%,XBI
SNDX,Syndax Pharma,0.39%,XBI
ORGO,Organogenesis Holdings Inc,0.38%,XBI
VNDA,Vanda Pharmaceuticals,0.38%,XBI
EDIT,Editas Medicine,0.37%,XBI
CPRX,Catalyst Pharm Inc,0.37%,XBI
IBRX,Immunitybio Inc,0.37%,XBI
MORF,Morphic Holding Inc,0.36%,XBI
BTAI,Bioxcel Therapeutics Inc,0.35%,XBI
QURE,Uniqure N.V.,0.35%,XBI
RXRX,Recursion Pharmaceuticals Inc Cl A,0.34%,XBI
KROS,Keros Therapeutics Inc,0.34%,XBI
SANA,Sana Biotechnology Inc,0.34%,XBI
KNSA,Kiniksa Pharmaceuticals Ltd,0.32%,XBI
VBIV,Vbi Vaccines Inc CS,0.32%,XBI
RUBY,Rubius Therapeutics Inc,0.31%,XBI
ANAB,Anaptysbio Inc,0.30%,XBI
SPPI,Spectrum Pharma Inc,0.29%,XBI
CTMX,Cytomx Thera,0.28%,XBI
EGRX,Eagle Pharmaceuticals,0.28%,XBI
VSTM,Verastem Inc,0.28%,XBI
ALDX,Aldeyra Therapeu,0.28%,XBI
RNA,Avidity Biosciences Inc,0.26%,XBI
ALBO,Albireo Pharma Inc,0.26%,XBI
MRSN,Mersana Therapeutics Inc,0.26%,XBI
SRRK,Scholar Rock Holding Corp,0.25%,XBI
AKRO,Akero Therapeutics Inc,0.24%,XBI
STRO,Sutro Biopharma Inc,0.24%,XBI
IGMS,Igm Biosciences Inc,0.23%,XBI
RYTM,Rhythm Pharmaceuticals Inc,0.23%,XBI
BCAB,Bioatla Inc,0.22%,XBI
CMRX,Chimerix Inc,0.21%,XBI
GOSS,Gossamer Bio Inc,0.21%,XBI
FMTX,Forma Therapeutics Holdings Inc,0.20%,XBI
RIGL,Rigel Pharmaceuticals,0.20%,XBI
NKTX,Nkarta Inc,0.20%,XBI
KDNY,Chinook Therapeutics Inc,0.20%,XBI
EPZM,Epizyme Inc,0.20%,XBI
ALXO,Alx Oncology Holdings Inc,0.20%,XBI
DTIL,Precision Biosciences Inc,0.19%,XBI
IDYA,Ideaya Biosciences Inc,0.19%,XBI
CRNX,Crinetics Pharmaceuticals Inc,0.19%,XBI
AMTI,Applied Molecular Transport Inc,0.18%,XBI
PGEN,Precigen Inc,0.18%,XBI
YMAB,Y-Mabs Therapeutics Inc,0.18%,XBI
STOK,Stoke Therapeutics Inc,0.17%,XBI
VKTX,Viking Thera,0.17%,XBI
DCPH,Deciphera Pharmaceuticals Inc,0.17%,XBI
PCVX,Vaxcyte Inc,0.17%,XBI
ALVR,Allovir Inc,0.16%,XBI
RDUS,Radius Health,0.15%,XBI
ANIK,Anika Therapeutics,0.15%,XBI
GERN,Geron Corp,0.14%,XBI
KALV,Kalvista Pharmaceuticals Inc,0.14%,XBI
MDXG,Mimedx Group Inc,0.14%,XBI
PRLD,Prelude Therapeutics Incorporated,0.14%,XBI
ARQT,Arcutis Biotherapeutics Inc,0.14%,XBI
SELB,Selecta Biosciences,0.14%,XBI
ZIOP,Ziopharm Oncology IN,0.13%,XBI
VTGN,Vistagen Therap. Com,0.12%,XBI
CUE,Cue Biopharma Inc,0.12%,XBI
LCTX,Lineage Cell Therapeutics Inc,0.12%,XBI
ORIC,Oric Pharmaceuticals Inc,0.11%,XBI
GBIO,Generation Bio CO,0.10%,XBI
CRTX,Cortexyme Inc,0.09%,XBI
TCRR,Tcr2 Therapeutics Inc,0.07%,XBI
SPRO,Spero Therapeutics Inc,0.07%,XBI
RCEL,Avita Medical Inc,0.07%,XBI
XBI,S&P Biotech SPDR,N/A,XBI
LESL,Leslie's Inc,1.11%,XRT
CHWY,Chewy Inc,1.10%,XRT
SFM,Sprouts Farmers Market,1.10%,XRT
GO,Grocery Outlet Holding Corp,1.07%,XRT
CASY,Casey's General Stor,1.07%,XRT
MUSA,Murphy USA Inc,1.05%,XRT
ACI,Albertsons Companies Inc Cl A,1.04%,XRT
KR,Kroger Company,1.04%,XRT
DG,Dollar General Corp,1.04%,XRT
AMZN,Amazon.com Inc,1.03%,XRT
W,Wayfair Inc,1.03%,XRT
GPS,Gap Inc,1.03%,XRT
LAD,Lithia Motors,1.03%,XRT
TJX,TJX Companies,1.03%,XRT
AZO,Autozone,1.03%,XRT
WOOF,Petco Health and Wellness Company Cl A,1.03%,XRT
ORLY,O'Reilly Automotive,1.02%,XRT
GRPN,Groupon Cl A,1.02%,XRT
WBA,Walgreens Boots Alliance,1.02%,XRT
ETSY,Etsy Inc,1.02%,XRT
WMT,Walmart Inc,1.02%,XRT
PRCH,Porch Group Inc,1.02%,XRT
SFIX,Stitch Fix Inc,1.02%,XRT
OLLI,Ollies Bargain CS,1.01%,XRT
VSCO,Victorias Secret & CO,1.01%,XRT
GME,Gamestop Corp,1.01%,XRT
COST,Costco Wholesale,1.01%,XRT
PRTS,U.S. Auto Parts Netw,1.01%,XRT
CWH,Camping World Holdings Inc,1.01%,XRT
BJ,Bj's Wholesale Club Holdings Inc,1.01%,XRT
AAP,Advance Auto Parts Inc,1.00%,XRT
JWN,Nordstrom,1.00%,XRT
TSCO,Tractor Supply Company,1.00%,XRT
DBI,Designer Brands Inc,1.00%,XRT
HZO,Marinemax Inc,1.00%,XRT
BBY,Best Buy Company,1.00%,XRT
DLTR,Dollar Tree Inc,1.00%,XRT
PAG,Penske Automotive Group,1.00%,XRT
QRTEA,Qurate Retail Inc Series A,0.99%,XRT
EYE,National Vision Holdings Inc,0.99%,XRT
EBAY,Ebay Inc,0.99%,XRT
ROST,Ross Stores Inc,0.99%,XRT
BURL,Burlington Stores Inc,0.99%,XRT
POSH,Poshmark Inc Cl A,0.99%,XRT
SSTK,Shutterstock Inc,0.99%,XRT
ABG,Asbury Automotive Group Inc,0.99%,XRT
SIG,Signet Jewelers Ltd,0.99%,XRT
BIG,Big Lots,0.98%,XRT
FL,Footlocker Inc,0.98%,XRT
ODP,Office Depot,0.98%,XRT
ANF,Abercrombie & Fitch Company,0.98%,XRT
ULTA,Ulta Beauty Inc,0.98%,XRT
AN,Autonation Inc,0.98%,XRT
GPI,Group 1 Automotive,0.98%,XRT
DASH,Doordash Inc Cl A,0.98%,XRT
RCII,Rent-A-Center Inc,0.98%,XRT
CAL,Caleres Inc,0.98%,XRT
SAH,Sonic Automotive,0.97%,XRT
TGT,Target Corp,0.97%,XRT
RAD,Rite Aid Corp,0.97%,XRT
HIBB,Hibbett Inc,0.97%,XRT
ZUMZ,Zumiez Inc,0.97%,XRT
VRM,Vroom Inc,0.97%,XRT
URBN,Urban Outfitters Inc,0.96%,XRT
FLWS,1-800-Flowers.com,0.96%,XRT
KSS,Kohl's Corp,0.96%,XRT
KMX,Carmax Inc,0.95%,XRT
M,Macy's Inc,0.95%,XRT
DDS,Dillard's,0.95%,XRT
DKS,Dick's Sporting Goods Inc,0.95%,XRT
BBWI,Bath & Body Works Inc,0.95%,XRT
MNRO,Monro Muffler Brak,0.94%,XRT
GES,Guess Inc,0.94%,XRT
TDUP,Thredup Inc Cl A,0.94%,XRT
FIVE,Five Below Inc,0.94%,XRT
WISH,Contextlogic Inc Cl A,0.94%,XRT
PRTY,Party City Holdco Inc,0.93%,XRT
RVLV,Revolve Group Inc,0.93%,XRT
AEO,American Eagle Outfitters,0.92%,XRT
BGFV,Big 5 Sporting,0.91%,XRT
OSTK,Overstock.com Inc,0.91%,XRT
SBH,Sally Beauty Holdings,0.90%,XRT
PETS,Petmed Express Inc,0.90%,XRT
BOOT,Boot Barn Holdings Inc,0.90%,XRT
PLCE,Children's Place Inc,0.89%,XRT
SCVL,Shoe Carnival Inc,0.89%,XRT
EVGO,Evgo Inc,0.89%,XRT
ASO,Academy Sports and Outdoors Inc,0.88%,XRT
BARK,The Original Bark CO,0.88%,XRT
REAL,The Realreal Inc,0.87%,XRT
BKE,Buckle Inc,0.86%,XRT
CVNA,Carvana Co. Cl A,0.86%,XRT
SFT,Shift Technologies Inc,0.86%,XRT
CTRN,Citi Trends Inc,0.84%,XRT
CHS,Chico's Fas,0.77%,XRT
GCO,Genesco Inc,0.75%,XRT
QUOT,Quotient Technology Inc,0.72%,XRT
TA,Travelcenters of America Llc,0.72%,XRT
CONN,Conn's Inc,0.71%,XRT
SPWH,Sportsman's Wareh,0.69%,XRT
FRG,Franchise Group Inc,0.63%,XRT
PSMT,Pricesmart Inc,0.63%,XRT
CRMT,America's Car-Mart,0.56%,XRT
IMKTA,Ingles Markets Inc,0.56%,XRT
WMK,Weis Markets,0.39%,XRT
LQDT,Liquidity Services,0.35%,XRT
ARKO,Arko Corp,0.35%,XRT
ONEW,Onewater Marine Inc Cl A,0.24%,XRT
WINA,Winmark Corp,0.15%,XRT
XRT,S&P Retail SPDR,N/A,XRT
TSM,Taiwan Semiconductor Manufacturing ADR,10.91%,SMH
NVDA,Nvidia Corp,8.87%,SMH
QCOM,Qualcomm Inc,5.64%,SMH
AVGO,Broadcom Ltd,5.61%,SMH
INTC,Intel Corp,5.24%,SMH
TXN,Texas Instruments,5.24%,SMH
MU,Micron Technology,4.84%,SMH
ASML,Asml Holdings NY Reg ADR,4.68%,SMH
AMD,Adv Micro Devices,4.63%,SMH
ADI,Analog Devices,4.47%,SMH
AMAT,Applied Materials,4.41%,SMH
LRCX,Lam Research Corp,4.22%,SMH
NXPI,Nxp Semiconductors,3.85%,SMH
KLAC,K L A-Tencor Corp,3.62%,SMH
XLNX,Xilinx Inc,3.55%,SMH
MRVL,Marvell Technology Inc,3.51%,SMH
SNPS,Synopsys Inc,3.04%,SMH
MCHP,Microchip Technology,2.61%,SMH
CDNS,Cadence Design Sys,2.53%,SMH
STM,Stmicroelectronics N.V. ADR,2.42%,SMH
SWKS,Skyworks Solutions,1.67%,SMH
ON,On Semiconductor,1.50%,SMH
TER,Teradyne Inc,1.32%,SMH
QRVO,Qorvo Inc,1.08%,SMH
OLED,Universal Display,0.48%,SMH
SMH,Vaneck Semiconductor ETF,0.00%,SMH
AAPL,Apple Inc.,6.51%,SPX
MSFT,Microsoft Corporation,5.80%,SPX
AMZN,Amazon.com Inc.,2.83%,SPX
GOOGL,Alphabet Inc. Class A,2.03%,SPX
GOOG,Alphabet Inc. Class C,1.89%,SPX
TSLA,Tesla Inc,1.76%,SPX
BRK.B,Berkshire Hathaway Inc. Class B,1.61%,SPX
JNJ,Johnson & Johnson,1.40%,SPX
UNH,UnitedHealth Group Incorporated,1.38%,SPX
XOM,Exxon Mobil Corporation,1.29%,SPX
NVDA,NVIDIA Corporation,1.25%,SPX
META,Meta Platforms Inc. Class A,1.20%,SPX
JPM,JPMorgan Chase & Co.,1.07%,SPX
PG,Procter & Gamble Company,1.02%,SPX
CVX,Chevron Corporation,1.02%,SPX
V,Visa Inc. Class A,1.02%,SPX
HD,Home Depot Inc.,0.92%,SPX
MA,Mastercard Incorporated Class A,0.88%,SPX
PFE,Pfizer Inc.,0.85%,SPX
ABBV,AbbVie Inc.,0.77%,SPX
KO,Coca-Cola Company,0.73%,SPX
LLY,Eli Lilly and Company,0.73%,SPX
BAC,Bank of America Corp,0.71%,SPX
PEP,PepsiCo Inc.,0.68%,SPX
MRK,Merck & Co. Inc.,0.68%,SPX
AVGO,Broadcom Inc.,0.68%,SPX
VZ,Verizon Communications Inc.,0.65%,SPX
TMO,Thermo Fisher Scientific Inc.,0.64%,SPX
COST,Costco Wholesale Corporation,0.63%,SPX
ABT,Abbott Laboratories,0.58%,SPX
CSCO,Cisco Systems Inc.,0.57%,SPX
CMCSA,Comcast Corporation Class A,0.57%,SPX
MCD,McDonald's Corporation,0.57%,SPX
ADBE,Adobe Incorporated,0.55%,SPX
ACN,Accenture Plc Class A,0.55%,SPX
DIS,Walt Disney Company,0.54%,SPX
WMT,Walmart Inc.,0.54%,SPX
CRM,Salesforce Inc.,0.51%,SPX
BMY,Bristol-Myers Squibb Company,0.50%,SPX
DHR,Danaher Corporation,0.49%,SPX
LIN,Linde plc,0.49%,SPX
INTC,Intel Corporation,0.49%,SPX
PM,Philip Morris International Inc.,0.48%,SPX
WFC,Wells Fargo & Company,0.47%,SPX
COP,ConocoPhillips,0.46%,SPX
QCOM,Qualcomm Incorporated,0.46%,SPX
AMD,Advanced Micro Devices Inc.,0.45%,SPX
NEE,NextEra Energy Inc.,0.45%,SPX
TXN,Texas Instruments Incorporated,0.45%,SPX
T,AT&T Inc.,0.44%,SPX
NKE,NIKE Inc. Class B,0.44%,SPX
RTX,Raytheon Technologies Corporation,0.43%,SPX
AMGN,Amgen Inc.,0.42%,SPX
UNP,Union Pacific Corporation,0.42%,SPX
HON,Honeywell International Inc.,0.40%,SPX
UPS,United Parcel Service Inc. Class B,0.40%,SPX
LOW,Lowe's Companies Inc.,0.39%,SPX
IBM,International Business Machines Corporation,0.38%,SPX
MDT,Medtronic Plc,0.38%,SPX
CVS,CVS Health Corporation,0.38%,SPX
SPGI,S&P Global Inc.,0.36%,SPX
ANTM,Anthem Inc.,0.35%,SPX
CAT,Caterpillar Inc.,0.35%,SPX
AMT,American Tower Corporation,0.35%,SPX
MS,Morgan Stanley,0.34%,SPX
INTU,Intuit Inc.,0.34%,SPX
LMT,Lockheed Martin Corporation,0.33%,SPX
ORCL,Oracle Corporation,0.32%,SPX
GS,Goldman Sachs Group Inc.,0.30%,SPX
DE,Deere & Company,0.29%,SPX
C,Citigroup Inc.,0.29%,SPX
SCHW,Charles Schwab Corp,0.29%,SPX
AXP,American Express Company,0.28%,SPX
NOW,ServiceNow Inc.,0.28%,SPX
ADP,Automatic Data Processing Inc.,0.27%,SPX
MO,Altria Group Inc,0.27%,SPX
PYPL,PayPal Holdings Inc.,0.27%,SPX
AMAT,Applied Materials Inc.,0.27%,SPX
BLK,BlackRock Inc.,0.27%,SPX
CB,Chubb Limited,0.27%,SPX
SBUX,Starbucks Corporation,0.26%,SPX
MDLZ,Mondelez International Inc. Class A,0.26%,SPX
BKNG,Booking Holdings Inc.,0.26%,SPX
PLD,Prologis Incorporated,0.25%,SPX
DUK,Duke Energy Corporation,0.25%,SPX
CI,Cigna Corporation,0.25%,SPX
MMM,3M Company,0.24%,SPX
EOG,EOG Resources Inc.,0.24%,SPX
ADI,Analog Devices Inc.,0.24%,SPX
NFLX,Netflix Inc.,0.24%,SPX
GE,General Electric Company,0.24%,SPX
MMC,Marsh & McLennan Companies Inc.,0.24%,SPX
GILD,Gilead Sciences Inc.,0.24%,SPX
ZTS,Zoetis Inc. Class A,0.23%,SPX
TMUS,T-Mobile US Inc.,0.23%,SPX
CME,CME Group Inc. Class A,0.22%,SPX
SO,Southern Company,0.22%,SPX
CCI,Crown Castle International Corp,0.22%,SPX
ISRG,Intuitive Surgical Inc.,0.22%,SPX
SYK,Stryker Corporation,0.22%,SPX
TGT,Target Corporation,0.22%,SPX
BDX,Becton Dickinson and Company,0.21%,SPX
TJX,TJX Companies Inc,0.21%,SPX
NOC,Northrop Grumman Corp,0.21%,SPX
PGR,Progressive Corporation,0.21%,SPX
MU,Micron Technology Inc.,0.21%,SPX
PNC,PNC Financial Services Group Inc.,0.21%,SPX
CSX,CSX Corporation,0.21%,SPX
CL,Colgate-Palmolive Company,0.21%,SPX
BA,Boeing Company,0.20%,SPX
USB,U.S. Bancorp,0.20%,SPX
LRCX,Lam Research Corporation,0.20%,SPX
VRTX,Vertex Pharmaceuticals Incorporated,0.20%,SPX
SLB,Schlumberger NV,0.19%,SPX
TFC,Truist Financial Corporation,0.19%,SPX
D,Dominion Energy Inc,0.19%,SPX
MPC,Marathon Petroleum Corporation,0.19%,SPX
PXD,Pioneer Natural Resources Company,0.19%,SPX
REGN,Regeneron Pharmaceuticals Inc.,0.19%,SPX
ATVI,Activision Blizzard Inc.,0.18%,SPX
FIS,Fidelity National Information Services Inc.,0.18%,SPX
SHW,Sherwin-Williams Company,0.18%,SPX
WM,Waste Management Inc.,0.18%,SPX
EQIX,Equinix Inc.,0.18%,SPX
EL,Estee Lauder Companies Inc. Class A,0.18%,SPX
EW,Edwards Lifesciences Corporation,0.17%,SPX
HUM,Humana Inc.,0.17%,SPX
AON,Aon Plc Class A,0.17%,SPX
FCX,Freeport-McMoRan Inc.,0.17%,SPX
ICE,Intercontinental Exchange Inc.,0.17%,SPX
CHTR,Charter Communications Inc. Class A,0.17%,SPX
ITW,Illinois Tool Works Inc.,0.17%,SPX
DG,Dollar General Corporation,0.17%,SPX
VLO,Valero Energy Corporation,0.17%,SPX
APD,Air Products and Chemicals Inc.,0.17%,SPX
NSC,Norfolk Southern Corporation,0.17%,SPX
FISV,Fiserv Inc.,0.17%,SPX
OXY,Occidental Petroleum Corporation,0.17%,SPX
ETN,Eaton Corp. Plc,0.17%,SPX
BSX,Boston Scientific Corporation,0.16%,SPX
NEM,Newmont Corporation,0.16%,SPX
EMR,Emerson Electric Co.,0.16%,SPX
GD,General Dynamics Corporation,0.16%,SPX
FDX,FedEx Corporation,0.16%,SPX
KLAC,KLA Corporation,0.15%,SPX
PSX,Phillips 66,0.15%,SPX
SRE,Sempra Energy,0.15%,SPX
AEP,American Electric Power Company Inc.,0.15%,SPX
GM,General Motors Company,0.15%,SPX
F,Ford Motor Company,0.15%,SPX
MCK,McKesson Corporation,0.15%,SPX
ADM,Archer-Daniels-Midland Company,0.14%,SPX
LHX,L3Harris Technologies Inc,0.14%,SPX
PSA,Public Storage,0.14%,SPX
NXPI,NXP Semiconductors NV,0.14%,SPX
SNPS,Synopsys Inc.,0.14%,SPX
HCA,HCA Healthcare Inc,0.14%,SPX
COF,Capital One Financial Corp,0.14%,SPX
CNC,Centene Corporation,0.14%,SPX
DVN,Devon Energy Corporation,0.14%,SPX
DOW,Dow Inc.,0.14%,SPX
MET,MetLife Inc.,0.14%,SPX
MCO,Moody's Corporation,0.14%,SPX
AIG,American International Group Inc.,0.14%,SPX
KMB,Kimberly-Clark Corporation,0.13%,SPX
EXC,Exelon Corporation,0.13%,SPX
AZO,AutoZone Inc.,0.13%,SPX
MAR,Marriott International Inc. Class A,0.13%,SPX
MRNA,Moderna Inc.,0.13%,SPX
CTVA,Corteva Inc,0.13%,SPX
GIS,General Mills Inc.,0.13%,SPX
ROP,Roper Technologies Inc.,0.13%,SPX
TRV,Travelers Companies Inc.,0.13%,SPX
SYY,Sysco Corporation,0.13%,SPX
WMB,Williams Companies Inc.,0.13%,SPX
ORLY,O'Reilly Automotive Inc.,0.13%,SPX
CDNS,Cadence Design Systems Inc.,0.12%,SPX
APH,Amphenol Corporation Class A,0.12%,SPX
TEL,TE Connectivity Ltd.,0.12%,SPX
IQV,IQVIA Holdings Inc,0.12%,SPX
ADSK,Autodesk Inc.,0.12%,SPX
ECL,Ecolab Inc.,0.12%,SPX
STZ,Constellation Brands Inc. Class A,0.12%,SPX
PAYX,Paychex Inc.,0.12%,SPX
XEL,Xcel Energy Inc.,0.12%,SPX
HPQ,HP Inc.,0.12%,SPX
EA,Electronic Arts Inc.,0.11%,SPX
DLR,Digital Realty Trust Inc.,0.11%,SPX
FTNT,Fortinet Inc.,0.11%,SPX
O,Realty Income Corporation,0.11%,SPX
BAX,Baxter International Inc.,0.11%,SPX
PRU,Prudential Financial Inc.,0.11%,SPX
CTSH,Cognizant Technology Solutions Corporation Class A,0.11%,SPX
JCI,Johnson Controls International plc,0.11%,SPX
KMI,Kinder Morgan Inc Class P,0.11%,SPX
A,Agilent Technologies Inc.,0.11%,SPX
DLTR,Dollar Tree Inc.,0.11%,SPX
ALL,Allstate Corporation,0.11%,SPX
CMG,Chipotle Mexican Grill Inc.,0.11%,SPX
MSI,Motorola Solutions Inc.,0.11%,SPX
WELL,Welltower Inc,0.11%,SPX
HAL,Halliburton Company,0.11%,SPX
SBAC,SBA Communications Corp. Class A,0.11%,SPX
KR,Kroger Co.,0.10%,SPX
HLT,Hilton Worldwide Holdings Inc,0.10%,SPX
HES,Hess Corporation,0.10%,SPX
MCHP,Microchip Technology Incorporated,0.10%,SPX
PH,Parker-Hannifin Corporation,0.10%,SPX
AFL,Aflac Incorporated,0.10%,SPX
ED,Consolidated Edison Inc.,0.10%,SPX
YUM,Yum! Brands Inc.,0.10%,SPX
MSCI,MSCI Inc. Class A,0.10%,SPX
SPG,Simon Property Group Inc.,0.10%,SPX
PEG,Public Service Enterprise Group Inc,0.10%,SPX
MNST,Monster Beverage Corporation,0.10%,SPX
AJG,Arthur J. Gallagher & Co.,0.10%,SPX
CTAS,Cintas Corporation,0.10%,SPX
DD,DuPont de Nemours Inc.,0.10%,SPX
GPN,Global Payments Inc.,0.10%,SPX
CARR,Carrier Global Corp.,0.10%,SPX
WBD,Warner Bros. Discovery Inc. Series A,0.10%,SPX
BK,Bank of New York Mellon Corp,0.10%,SPX
NUE,Nucor Corporation,0.10%,SPX
HSY,Hershey Company,0.09%,SPX
IFF,International Flavors & Fragrances Inc.,0.09%,SPX
ILMN,Illumina Inc.,0.09%,SPX
OTIS,Otis Worldwide Corporation,0.09%,SPX
BKR,Baker Hughes Company Class A,0.09%,SPX
WEC,WEC Energy Group Inc,0.09%,SPX
TT,Trane Technologies plc,0.09%,SPX
RMD,ResMed Inc.,0.09%,SPX
TWTR,Twitter Inc.,0.09%,SPX
MTB,M&T Bank Corporation,0.09%,SPX
WBA,Walgreens Boots Alliance Inc,0.09%,SPX
TDG,TransDigm Group Incorporated,0.09%,SPX
ES,Eversource Energy,0.09%,SPX
PCAR,PACCAR Inc,0.09%,SPX
FAST,Fastenal Company,0.09%,SPX
IDXX,IDEXX Laboratories Inc.,0.09%,SPX
BIIB,Biogen Inc.,0.09%,SPX
CMI,Cummins Inc.,0.09%,SPX
OKE,ONEOK Inc.,0.09%,SPX
MTD,Mettler-Toledo International Inc.,0.08%,SPX
EBAY,eBay Inc.,0.08%,SPX
PPG,PPG Industries Inc.,0.08%,SPX
AMP,Ameriprise Financial Inc.,0.08%,SPX
ROST,Ross Stores Inc.,0.08%,SPX
DFS,Discover Financial Services,0.08%,SPX
CTRA,Coterra Energy Inc.,0.08%,SPX
DXCM,DexCom Inc.,0.08%,SPX
RSG,Republic Services Inc.,0.08%,SPX
AVB,AvalonBay Communities Inc.,0.08%,SPX
VRSK,Verisk Analytics Inc,0.08%,SPX
ALB,Albemarle Corporation,0.08%,SPX
AME,AMETEK Inc.,0.08%,SPX
APTV,Aptiv PLC,0.08%,SPX
LYB,LyondellBasell Industries NV,0.08%,SPX
WY,Weyerhaeuser Company,0.08%,SPX
KHC,Kraft Heinz Company,0.08%,SPX
AWK,American Water Works Company Inc.,0.08%,SPX
FANG,Diamondback Energy Inc.,0.08%,SPX
TROW,T. Rowe Price Group,0.08%,SPX
KEYS,Keysight Technologies Inc,0.08%,SPX
TSN,Tyson Foods Inc. Class A,0.08%,SPX
FRC,First Republic Bank,0.08%,SPX
VICI,VICI Properties Inc,0.08%,SPX
ENPH,Enphase Energy Inc.,0.08%,SPX
GLW,Corning Inc,0.08%,SPX
WTW,Willis Towers Watson Public Limited Company,0.08%,SPX
EIX,Edison International,0.07%,SPX
DTE,DTE Energy Company,0.07%,SPX
EQR,Equity Residential,0.07%,SPX
FITB,Fifth Third Bancorp,0.07%,SPX
SIVB,SVB Financial Group,0.07%,SPX
CBRE,CBRE Group Inc. Class A,0.07%,SPX
ROK,Rockwell Automation Inc.,0.07%,SPX
STT,State Street Corporation,0.07%,SPX
ZBH,Zimmer Biomet Holdings Inc.,0.07%,SPX
ODFL,Old Dominion Freight Line Inc.,0.07%,SPX
CPRT,Copart Inc.,0.07%,SPX
MRO,Marathon Oil Corporation,0.07%,SPX
FE,FirstEnergy Corp.,0.07%,SPX
LUV,Southwest Airlines Co.,0.07%,SPX
HIG,Hartford Financial Services Group Inc.,0.07%,SPX
AEE,Ameren Corporation,0.07%,SPX
ETR,Entergy Corporation,0.07%,SPX
BALL,Ball Corporation,0.07%,SPX
TSCO,Tractor Supply Company,0.07%,SPX
EFX,Equifax Inc.,0.07%,SPX
CDW,CDW Corp.,0.07%,SPX
DHI,D.R. Horton Inc.,0.07%,SPX
MKC,McCormick & Company Incorporated,0.07%,SPX
ULTA,Ulta Beauty Inc,0.07%,SPX
ABC,AmerisourceBergen Corporation,0.07%,SPX
EXR,Extra Space Storage Inc.,0.07%,SPX
STE,STERIS Plc,0.07%,SPX
WST,West Pharmaceutical Services Inc.,0.07%,SPX
GWW,W.W. Grainger Inc.,0.07%,SPX
CHD,Church & Dwight Co. Inc.,0.06%,SPX
ANET,Arista Networks Inc.,0.06%,SPX
DAL,Delta Air Lines Inc.,0.06%,SPX
NTRS,Northern Trust Corporation,0.06%,SPX
MTCH,Match Group Inc.,0.06%,SPX
FTV,Fortive Corp.,0.06%,SPX
PPL,PPL Corporation,0.06%,SPX
VMC,Vulcan Materials Company,0.06%,SPX
LH,Laboratory Corporation of America Holdings,0.06%,SPX
ANSS,ANSYS Inc.,0.06%,SPX
ARE,Alexandria Real Estate Equities Inc.,0.06%,SPX
MLM,Martin Marietta Materials Inc.,0.06%,SPX
WAT,Waters Corporation,0.06%,SPX
VTR,Ventas Inc.,0.06%,SPX
TTWO,Take-Two Interactive Software Inc.,0.06%,SPX
DRE,Duke Realty Corporation,0.06%,SPX
IT,Gartner Inc.,0.06%,SPX
URI,United Rentals Inc.,0.06%,SPX
MOS,Mosaic Company,0.06%,SPX
GPC,Genuine Parts Company,0.06%,SPX
CMS,CMS Energy Corporation,0.06%,SPX
AMCR,Amcor PLC,0.06%,SPX
CF,CF Industries Holdings Inc.,0.06%,SPX
CTLT,Catalent Inc,0.06%,SPX
MAA,Mid-America Apartment Communities Inc.,0.06%,SPX
RF,Regions Financial Corporation,0.06%,SPX
LEN,Lennar Corporation Class A,0.06%,SPX
FLT,FLEETCOR Technologies Inc.,0.06%,SPX
CEG,Constellation Energy Corporation,0.06%,SPX
CNP,CenterPoint Energy Inc.,0.06%,SPX
PWR,Quanta Services Inc.,0.06%,SPX
